drug_name,Total Articles,Positive Studies (%),Negative Studies (%),High Quality Evidence (%),Primary Safety Concern,Recent Publications (2yr),Literature Assessment,avg_rating,all_side_effects,overall_sentiment
KLOR-CON M20,1,0,0,0,,1,Concerning,,,
KUVAN,11,9.1,0,18.2,,5,Concerning,3.0,,negative
LABETALOL HCL,1,0,0,0,,1,Concerning,1.55,diarrhea | dizziness | fatigue | headache | heart attack | insomnia | neuropathy | weight gain,negative
LACTULOSE,190,23.2,12.6,18.4,Hepatotoxicity,58,Mixed-Neutral,2.64,diarrhea | weight gain,negative
LAMICTAL,17,5.9,0,11.8,,4,Concerning,3.08,fatigue | insomnia,negative
LAMICTAL XR,2,0,0,0,,0,Concerning,4.8,rash | weight gain,negative
LAMISIL,10,10,0,10,,3,Concerning,1.85,diarrhea | fatigue | headache | insomnia | rash | stomach pain | vomiting,negative
LAMISIL AT,1,0,0,100,,0,Mixed-Neutral,1.12,fatigue | headache | heart attack | nausea | neuropathy | rash | stomach pain,negative
LAMOTRIGINE,182,24.7,24.2,22,Cardiovascular,59,Concerning,2.86,insomnia | stomach pain,negative
LANTUS,58,20.7,5.2,19,,19,Concerning,1.45,dizziness | fatigue | insomnia | stomach pain | vomiting | weight gain | weight loss,negative
LARIAM,1,0,0,0,,0,Concerning,1.46,fatigue | headache | insomnia | nausea,negative
LATANOPROST,179,31.3,5,20.7,Cardiovascular,49,Concerning,,,
LATISSE,3,0,0,0,,3,Concerning,5.0,,neutral
LATUDA,5,0,0,40,,3,Mixed-Neutral,2.57,diarrhea | dizziness | fatigue | headache | insomnia | nausea | vomiting | weight gain,positive
LEFLUNOMIDE,177,17.5,14.1,15.3,Hepatotoxicity,64,Concerning,2.0,diarrhea | stomach pain,neutral
LEQVIO,11,9.1,0,0,,3,Concerning,1.0,,negative
LETROZOLE,188,36.2,17,26.6,Hematologic,72,Mixed-Neutral,2.0,fatigue,positive
LEUCOVORIN CALCIUM,35,2.9,8.6,14.3,,18,Concerning,4.0,diarrhea,positive
LEUPROLIDE ACETATE,150,12.7,2.7,12.7,Hematologic,56,Concerning,4.0,,negative
LEVAQUIN,4,0,0,0,,0,Concerning,1.07,diarrhea | dizziness | fatigue | headache | nausea | neuropathy,negative
LEVEMIR,9,11.1,0,11.1,,2,Concerning,1.17,fatigue | weight gain,negative
LEVETIRACETAM,173,35.3,23.7,19.1,Cardiovascular,58,Concerning,1.5,nausea,negative
LEVITRA,9,22.2,0,11.1,,3,Concerning,3.5,fatigue | headache | nausea,positive
LEVO-T,1,0,0,0,,1,Concerning,1.5,,positive
LEVOFLOXACIN,186,24.7,22.6,9.7,Allergic,74,Concerning,1.0,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | stomach pain,negative
LEVONORGESTREL,174,15.5,11.5,29.3,Hematologic,68,Concerning,3.0,,negative
LEVOTHYROXINE SODIUM,113,9.7,5.3,8.8,Cardiovascular,55,Concerning,2.29,diarrhea | fatigue | headache | insomnia | nausea | rash | vomiting,negative
LEVOXYL,1,0,0,0,,1,Concerning,2.15,fatigue | headache | insomnia | neuropathy | weight gain,positive
LIALDA,1,0,0,100,,0,Mixed-Neutral,4.07,dizziness | fatigue | headache,positive
LIDOCAINE,176,49.4,19.3,30.7,Gastrointestinal,63,Mixed-Neutral,1.5,,positive
LIDOCAINE HCL,44,11.4,4.5,18.2,,18,Concerning,3.0,,negative
LIDOCAINE HCL VISCOUS,18,0,0,22.2,,6,Concerning,2.0,,negative
LIDODERM,1,0,0,0,,0,Concerning,4.08,diarrhea | fatigue | headache | stomach pain,negative
LILETTA,11,18.2,0,36.4,,5,Mixed-Neutral,1.0,headache | insomnia | neuropathy | rash | stomach pain,negative
LINZESS,1,0,0,0,,0,Concerning,3.09,diarrhea | stomach pain | weight gain,negative
LIOTHYRONINE SODIUM,3,0,0,0,,1,Concerning,2.67,dizziness | fatigue,negative
LISINOPRIL,177,15.3,10.7,10.7,Cardiovascular,53,Concerning,1.89,headache | neuropathy,negative
LISINOPRIL AND HYDROCHLOROTHIAZIDE,29,0,3.4,10.3,,12,Concerning,2.4,dizziness | fatigue | headache | insomnia,negative
LITHIUM CARBONATE,187,11.8,4.8,10.7,Nephrotoxicity,60,Concerning,2.93,diarrhea | fatigue | headache | nausea | neuropathy | vomiting | weight gain,negative
LITHIUM CITRATE,15,6.7,6.7,0,,6,Concerning,2.5,fatigue | stomach pain | weight gain | weight loss,negative
LOPRESSOR,1,0,0,0,,1,Concerning,3.31,diarrhea | fatigue | headache | heart attack | insomnia | nausea | weight gain,negative
LORATADINE,182,14.8,2.7,11.5,Allergic,60,Concerning,3.0,insomnia,positive
LORAZEPAM,171,19.3,15.2,17,Cardiovascular,55,Concerning,3.93,fatigue | headache | insomnia,negative
LOSARTAN POTASSIUM,118,16.1,4.2,4.2,Cardiovascular,47,Concerning,2.21,dizziness | fatigue | headache | nausea | stomach pain,negative
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,57,0,0,8.8,,22,Concerning,3.0,dizziness | fatigue | headache,positive
LOTEMAX,3,0,0,33.3,,1,Mixed-Neutral,3.0,dizziness | headache,positive
LOVASTATIN,180,13.9,6.1,7.8,,51,Concerning,4.25,headache,positive
LOXAPINE SUCCINATE,5,20,20,0,,3,Concerning,4.0,,negative
LUCENTIS,80,11.2,2.5,26.2,,21,Mixed-Neutral,3.0,,positive
LUDIOMIL,1,0,0,0,,0,Concerning,4.0,,negative
LUPRON,33,12.1,3,3,,8,Concerning,1.5,dizziness | fatigue | headache | heart attack | insomnia | neuropathy | vomiting | weight gain | weight loss,negative
LUPRON DEPOT,12,8.3,0,0,,2,Concerning,2.19,dizziness | fatigue | headache | insomnia | nausea | neuropathy | tachycardia | weight gain,negative
LYRICA,40,2.5,2.5,7.5,,19,Concerning,2.0,dizziness | fatigue | headache | nausea | neuropathy | vomiting | weight gain,negative
LYRICA CR,3,0,0,66.7,,2,Mixed-Neutral,,,
M-ZOLE 3 COMBINATION PACK,191,0,0,14.7,,68,Concerning,1.0,,negative
MACROBID,1,0,0,0,,0,Mixed-Neutral,1.7,dizziness | headache | insomnia | nausea | neuropathy | stomach pain,negative
MAGNESIUM SULFATE,178,30.9,17.4,34.3,Gastrointestinal,73,Mixed-Neutral,,,
MAKENA,74,0,2.7,16.2,,30,Concerning,,,
MARPLAN,1,0,0,0,,0,Concerning,4.1,fatigue | headache | insomnia | weight gain | weight loss,positive
MAXAIR,2,0,0,0,,1,Concerning,4.0,,positive
MAXALT,1,0,0,0,,0,Concerning,3.79,fatigue | headache | nausea,negative
MECLIZINE HCL,5,0,0,0,,1,Concerning,4.83,nausea | vomiting,negative
MECLIZINE HYDROCHLORIDE,6,0,16.7,0,,0,Concerning,,,
MECLOFENAMATE SODIUM,1,0,0,0,,1,Concerning,2.0,,positive
MEDROL,42,11.9,2.4,16.7,,17,Concerning,1.94,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | weight loss,negative
MEDROL ACETATE,143,0,0,11.2,,47,Concerning,4.0,headache | insomnia | nausea,positive
MEDROXYPROGESTERONE ACETATE,187,10.7,4.8,23,,58,Mixed-Neutral,1.0,fatigue | weight gain,negative
MEGACE,5,0,0,40,,1,Mixed-Neutral,3.12,fatigue | headache | insomnia,negative
MEGACE ES,5,0,0,0,,5,Concerning,3.0,,positive
MEGESTROL ACETATE,134,14.9,10.4,20.9,,52,Concerning,3.5,fatigue,negative
MEKINIST,9,11.1,0,11.1,,4,Concerning,,,
MELOXICAM,188,28.2,10.6,14.4,Allergic,57,Concerning,3.83,diarrhea | dizziness | fatigue | nausea | neuropathy,negative
MENOPUR,17,11.8,0,23.5,,7,Concerning,2.0,,negative
MERCAPTOPURINE,173,9.8,7.5,13.3,,57,Concerning,3.0,insomnia,positive
MERIDIA,4,0,0,0,,1,Concerning,4.0,dizziness | fatigue | insomnia | stomach pain,positive
MERREM,10,0,0,0,,3,Concerning,3.0,headache,negative
MESALAMINE,170,11.8,6.5,14.7,Gastrointestinal,48,Concerning,5.0,,neutral
MESTINON,4,25,0,0,,1,Concerning,3.83,diarrhea | fatigue | headache | nausea | stomach pain | vomiting | weight gain,negative
METADATE CD,1,0,0,0,,1,Concerning,,,
METADATE ER,35,0,0,20,,18,Mixed-Neutral,3.0,,positive
METFORMIN HYDROCHLORIDE,193,12.4,3.1,9.3,,60,Concerning,2.4,diarrhea | nausea | vomiting,negative
METHADONE HYDROCHLORIDE,13,15.4,0,7.7,,4,Concerning,3.44,fatigue | headache | neuropathy | weight gain | weight loss,negative
METHADOSE,2,0,0,0,,1,Concerning,3.5,fatigue | insomnia | nausea | weight gain | weight loss,negative
METHAMPHETAMINE HCL,3,0,0,0,,3,Concerning,5.0,,negative
METHENAMINE HIPPURATE,33,39.4,9.1,30.3,,16,Mixed-Neutral,5.0,,positive
METHERGINE,4,0,0,0,,1,Concerning,3.67,diarrhea | headache | nausea,negative
METHIMAZOLE,174,12.1,12.6,8.6,Allergic,47,Concerning,2.5,,negative
METHOCARBAMOL,70,12.9,11.4,5.7,Hepatotoxicity,22,Concerning,1.0,headache,positive
METHOTREXATE,152,27.6,34.9,14.5,Hepatotoxicity,61,Concerning,3.0,diarrhea | fatigue | headache | nausea | neuropathy | stomach pain | weight gain,negative
METHOTREXATE PRESERVATIVE FREE,3,0,0,0,,1,Concerning,4.0,fatigue | headache,positive
METHOTREXATE SODIUM,6,33.3,0,16.7,,2,Concerning,2.82,fatigue | headache | nausea | stomach pain | vomiting,negative
METHSCOPOLAMINE BROMIDE,1,100,0,0,Gastrointestinal,0,Concerning,3.0,,negative
METHYLDOPA,178,5.1,6.7,10.1,Cardiovascular,70,Concerning,1.0,weight gain,negative
METHYLIN ER,35,0,0,20,,18,Mixed-Neutral,,,
METHYLPHENIDATE HCL,3,0,0,0,,2,Concerning,4.14,insomnia | nausea,negative
METHYLPREDNISOLONE,169,26.6,29,27.8,Cardiovascular,71,Mixed-Neutral,1.25,dizziness | headache | insomnia | nausea | vomiting,negative
METHYLPREDNISOLONE ACETATE,103,14.6,2.9,14.6,,36,Concerning,2.0,,negative
METOCLOPRAMIDE HCL,7,28.6,0,0,,3,Concerning,2.5,fatigue | insomnia | weight gain,negative
METOLAZONE,34,11.8,14.7,17.6,Cardiovascular,14,Concerning,,,
METOPROLOL SUCCINATE,82,13.4,6.1,11,Cardiovascular,32,Concerning,2.08,dizziness | fatigue | headache | insomnia | nausea | rash,negative
METOPROLOL TARTRATE,67,9,10.4,6,Cardiovascular,23,Concerning,2.27,dizziness | fatigue | headache | nausea | rash,negative
METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,1,0,0,0,,0,Concerning,1.5,insomnia | weight loss,negative
METROGEL,1,0,0,0,,0,Concerning,2.87,headache | rash,negative
METRONIDAZOLE,173,30.1,20.2,20.2,Gastrointestinal,57,Concerning,1.53,fatigue | headache | insomnia | nausea | neuropathy | stomach pain | vomiting,negative
METRONIDAZOLE IN PLASTIC CONTAINER,10,0,0,0,,4,Concerning,3.0,fatigue,negative
MEVACOR,1,0,0,0,,0,Concerning,1.5,dizziness | fatigue | headache | insomnia | nausea | neuropathy | weight gain,negative
MEXILETINE HYDROCHLORIDE,6,16.7,0,16.7,,3,Concerning,3.0,dizziness,positive
MEXITIL,1,0,0,0,,0,Concerning,3.0,headache,negative
MICARDIS,2,0,0,0,,1,Concerning,2.08,dizziness | headache | insomnia | nausea | tachycardia,negative
MICRO-K,2,0,0,0,,1,Concerning,1.0,diarrhea | nausea | stomach pain | vomiting,neutral
MICROLITE,4,0,0,0,,0,Concerning,3.0,headache | weight gain,positive
MICRONOR,1,0,0,0,,1,Concerning,1.86,diarrhea | dizziness | fatigue | insomnia | nausea | weight gain,negative
MIDAZOLAM HCL,1,0,0,0,,1,Concerning,1.63,headache | tachycardia,negative
MIDODRINE HYDROCHLORIDE,19,10.5,0,10.5,,7,Concerning,4.0,,negative
MIFEPREX,5,20,0,0,,0,Concerning,3.09,diarrhea | nausea,negative
MINOCYCLINE HCL,7,14.3,0,14.3,,1,Concerning,2.5,dizziness | fatigue | headache | nausea | vomiting,negative
MINOXIDIL,177,54.8,10.7,26.6,,95,Mixed-Neutral,1.0,insomnia,negative
MINOXIDIL (FOR MEN),126,0,0,23.8,,55,Mixed-Neutral,1.8,fatigue,positive
MINOXIDIL (FOR WOMEN),138,0,0,15.2,,65,Concerning,1.33,fatigue | insomnia,negative
MIRALAX,7,28.6,0,0,Allergic,2,Concerning,2.85,diarrhea | nausea | stomach pain | vomiting,positive
MIRAPEX,1,0,0,0,,0,Concerning,2.5,dizziness | fatigue | headache | nausea | neuropathy | vomiting | weight gain,negative
MIRAPEX ER,10,0,0,30,,4,Mixed-Neutral,1.5,,negative
MIRENA,90,12.2,5.6,18.9,Hematologic,35,Concerning,1.77,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | weight gain,negative
MIRTAZAPINE,171,27.5,21.6,23.4,Gastrointestinal,65,Mixed-Neutral,2.21,dizziness | fatigue | headache | insomnia | nausea | neuropathy | stomach pain | vomiting | weight gain,negative
MISOPROSTOL,187,47.1,18.7,37.4,Hematologic,64,Mixed-Neutral,3.0,fatigue,negative
MOBAN,1,0,0,0,,1,Concerning,3.0,,negative
MOBIC,55,1.8,0,10.9,,19,Concerning,2.0,insomnia | neuropathy | rash,negative
MODAFINIL,178,24.7,11.2,32,Gastrointestinal,56,Mixed-Neutral,4.0,,positive
MONISTAT 3,1,100,0,0,,0,Concerning,1.67,headache,negative
MONTELUKAST SODIUM,91,22,2.2,7.7,Allergic,32,Concerning,1.0,headache,negative
MORPHINE SULFATE,87,10.3,5.7,21.8,,25,Concerning,3.06,dizziness | fatigue | headache,negative
MOTRIN,8,0,0,12.5,,4,Concerning,3.1,nausea,negative
MOVANTIK,9,0,0,0,,0,Concerning,1.88,diarrhea | headache | nausea | stomach pain | vomiting,negative
MOXIFLOXACIN HYDROCHLORIDE,62,3.2,0,1.6,,21,Concerning,1.0,dizziness,negative
MS CONTIN,3,0,0,33.3,,0,Concerning,3.5,diarrhea | nausea | neuropathy,negative
MUPIROCIN,183,18,17.5,9.8,,51,Concerning,1.0,,negative
MYRBETRIQ,9,11.1,11.1,0,,3,Concerning,2.17,fatigue | headache | nausea | stomach pain | weight loss,positive
MOUNJARO,56,5.4,3.6,0,Cardiovascular,48,Concerning,3.71,diarrhea | fatigue | headache | insomnia | nausea | rash | stomach pain | vomiting | weight gain,negative
NABUMETONE,33,6.1,9.1,0,,12,Concerning,1.0,,negative
NADOLOL,132,15.9,7.6,9.8,Cardiovascular,48,Concerning,3.57,dizziness | fatigue | headache | nausea,positive
NALTREXONE,180,29.4,15,27.8,Allergic,74,Mixed-Neutral,2.86,diarrhea | fatigue | headache | insomnia | nausea | stomach pain | vomiting | weight gain,positive
NAMENDA,14,0,0,14.3,,6,Concerning,2.18,fatigue | headache | insomnia | neuropathy,positive
NAPROSYN,2,50,0,50,,0,Mixed-Positive,1.86,diarrhea | dizziness | fatigue | headache | insomnia | nausea | stomach pain | vomiting,negative
NAPROXEN,188,18.6,9,11.2,Gastrointestinal,51,Concerning,1.77,dizziness | fatigue | headache | insomnia | nausea | stomach pain | tachycardia,negative
NAPROXEN SODIUM,78,14.1,9,15.4,,31,Concerning,1.83,diarrhea | headache | stomach pain | vomiting,negative
NARDIL,2,0,0,0,,0,Concerning,4.61,insomnia | weight gain,positive
NASACORT,1,0,0,0,,1,Concerning,1.57,diarrhea | dizziness | fatigue | headache | insomnia | nausea | weight gain,negative
NASONEX,12,8.3,0,0,Allergic,3,Concerning,1.44,fatigue | headache | nausea | neuropathy | rash | stomach pain | tachycardia,negative
NATEGLINIDE,51,15.7,3.9,11.8,,13,Concerning,2.0,,neutral
NATESTO,7,42.9,0,0,,0,Concerning,5.0,,positive
NEMBUTAL,4,0,0,0,,1,Concerning,4.2,,positive
NEULASTA,44,11.4,0,15.9,,12,Concerning,1.0,fatigue,negative
NEUPRO,4,0,0,0,,2,Concerning,1.0,nausea,negative
NEXAVAR,22,0,0,13.6,,8,Concerning,1.0,fatigue | nausea | weight loss,negative
NIACIN,176,19.9,14.8,6.2,Cardiovascular,77,Concerning,4.0,headache | neuropathy,positive
NIASPAN,3,0,0,0,,1,Concerning,3.56,nausea | rash,positive
NICODERM CQ,1,0,0,0,,0,Concerning,2.5,fatigue | weight loss,positive
NICORETTE,11,0,0,45.5,,8,Mixed-Neutral,2.27,fatigue | rash | stomach pain | weight gain,negative
NICOTINE POLACRILEX,3,0,0,33.3,,1,Concerning,1.0,,negative
NIFEDIPINE,179,29.6,16.2,23.5,Cardiovascular,52,Concerning,1.85,fatigue | headache | insomnia | nausea,negative
NITROFURANTOIN,172,14,18,8.1,Gastrointestinal,42,Concerning,1.25,diarrhea | dizziness | fatigue | headache | nausea | neuropathy | rash | stomach pain,negative
NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),1,0,0,0,,1,Concerning,2.22,diarrhea | fatigue | headache | heart attack | nausea | rash | stomach pain,negative
NITROGLYCERIN,181,21,6.6,19.3,Cardiovascular,65,Concerning,4.0,headache,neutral
NITROSTAT,2,0,0,0,,0,Concerning,,,
NIZORAL,4,0,0,25,,2,Mixed-Neutral,3.6,,positive
NOLVADEX,2,0,0,0,,0,Concerning,3.4,fatigue | nausea | weight gain | weight loss,negative
NORDITROPIN,28,17.9,3.6,28.6,Allergic,11,Mixed-Neutral,5.0,,negative
NOROXIN,3,0,0,0,,0,Concerning,1.38,dizziness | fatigue | insomnia | neuropathy | stomach pain,negative
NORTRIPTYLINE HYDROCHLORIDE,13,0,0,7.7,,4,Concerning,2.44,dizziness | fatigue | headache | insomnia | neuropathy | stomach pain | tachycardia | weight gain,negative
NORVIR,10,10,0,0,,5,Concerning,5.0,,positive
NOVOLIN R,5,0,0,80,,1,Mixed-Neutral,,,
NOVOLOG,20,10,0,40,,4,Mixed-Neutral,3.56,fatigue | rash,positive
NUBAIN,1,0,0,0,,0,Concerning,3.27,diarrhea | fatigue | headache | nausea | vomiting,neutral
NUCALA,18,5.6,33.3,16.7,,9,Concerning,3.55,fatigue | headache | neuropathy | rash | weight gain | weight loss,positive
NUCYNTA,2,0,0,0,,0,Concerning,2.14,fatigue | headache | insomnia | nausea | weight gain,negative
NUCYNTA ER,2,0,0,0,,0,Concerning,2.8,fatigue | headache | heart attack,negative
NULYTELY,3,0,0,33.3,,0,Concerning,3.27,headache | nausea | vomiting,negative
NUPLAZID,3,0,33.3,0,,1,Concerning,3.0,,neutral
NURTEC ODT,6,0,0,16.7,,2,Concerning,4.0,headache,negative
NUTROPIN,1,0,0,0,,0,Concerning,,,
NYSTATIN,187,17.6,9.6,8,Allergic,48,Concerning,2.27,dizziness | headache | stomach pain,negative
NYSTATIN AND TRIAMCINOLONE ACETONIDE,3,0,0,33.3,,1,Mixed-Neutral,2.43,nausea,negative
OFEV,14,14.3,7.1,7.1,,8,Concerning,3.0,nausea | weight loss,negative
PENICILLIN G SODIUM,21,4.8,0,4.8,,11,Concerning,,,
PENICILLIN V POTASSIUM,7,0,14.3,0,,0,Concerning,3.0,headache | insomnia | nausea | stomach pain,negative
PENICILLIN-VK,3,0,0,0,,2,Concerning,3.0,neuropathy,negative
PENTASA,14,14.3,0,21.4,Cardiovascular,3,Concerning,2.54,fatigue | headache,positive
PENTOTHAL,6,0,16.7,16.7,,1,Concerning,1.0,,negative
PENTOXIFYLLINE,186,31.2,11.3,22,Gastrointestinal,52,Mixed-Neutral,,,
PERINDOPRIL ERBUMINE,9,11.1,11.1,0,Cardiovascular,4,Concerning,4.0,,negative
PHENDIMETRAZINE TARTRATE,2,0,0,0,,1,Concerning,3.67,,positive
PHENERGAN,10,0,20,10,Gastrointestinal,4,Concerning,3.0,insomnia | nausea | vomiting,negative
PHENTERMINE HYDROCHLORIDE,3,0,0,66.7,,0,Mixed-Neutral,3.38,fatigue | headache | insomnia | neuropathy | weight loss,positive
PILOCARPINE HYDROCHLORIDE,41,9.8,2.4,14.6,,16,Concerning,5.0,nausea,negative
PINDOLOL,59,13.6,3.4,11.9,Cardiovascular,18,Concerning,4.5,fatigue,positive
PIROXICAM,181,16,3.9,12.2,Allergic,47,Concerning,5.0,diarrhea,negative
PLAN B,105,3.8,2.9,5.7,,29,Concerning,3.82,fatigue | headache | nausea,positive
PLAN B ONE-STEP,2,0,0,0,,0,Concerning,2.14,fatigue | headache | heart attack | insomnia | nausea | vomiting | weight gain,negative
PLAQUENIL,36,5.6,5.6,13.9,,15,Concerning,2.07,dizziness | fatigue | headache | nausea | neuropathy | rash | stomach pain | tachycardia,negative
POTASSIUM CHLORIDE,162,4.3,3.1,9.9,Cardiovascular,56,Concerning,,,
PRANDIN,24,0,0,16.7,,21,Mixed-Neutral,5.0,,positive
PRAVACHOL,2,0,0,0,,0,Concerning,3.08,diarrhea | fatigue | headache | insomnia | nausea | stomach pain,negative
PRAVASTATIN SODIUM,14,28.6,0,0,,6,Concerning,2.44,diarrhea | dizziness | fatigue | headache,negative
PRAZOSIN HCL,1,0,0,0,,0,Concerning,3.25,headache | nausea,positive
PRED FORTE,7,0,14.3,0,,0,Concerning,1.75,diarrhea | fatigue | headache | insomnia | nausea | weight gain,negative
PREDNISOLONE,180,30.6,24.4,21.1,Hepatotoxicity,67,Concerning,3.7,dizziness | fatigue | insomnia | weight gain,positive
PREDNISOLONE ACETATE,186,16.7,4.8,10.2,Cardiovascular,49,Concerning,,,
PREDNISONE,176,27.8,22.7,23.9,Cardiovascular,64,Mixed-Neutral,2.58,dizziness | headache | heart attack | insomnia | neuropathy | stomach pain | weight gain,negative
PREGABALIN,174,31.6,23,31,Gastrointestinal,59,Mixed-Neutral,2.33,insomnia | nausea,negative
PREVACID,3,0,0,0,,1,Concerning,1.2,headache | insomnia | nausea | neuropathy | rash | stomach pain,positive
PREVACID 24 HR,1,0,0,0,,1,Concerning,2.22,fatigue | headache | heart attack | insomnia,negative
PRIMAQUINE,181,29.3,15.5,16,,49,Mixed-Neutral,,,
PRINIVIL,1,0,0,0,,1,Concerning,1.8,dizziness | fatigue | headache | nausea | rash,negative
PROBENECID,188,12.8,6.4,6.9,,63,Concerning,4.0,,negative
PROCARDIA,8,0,0,62.5,,3,Mixed-Neutral,3.0,tachycardia,negative
PROCHLORPERAZINE,106,17.9,6.6,9.4,Gastrointestinal,41,Concerning,2.25,nausea | vomiting,negative
PROCHLORPERAZINE MALEATE,9,22.2,0,11.1,,6,Concerning,,,
PROGESTERONE,192,25,9.9,7.3,Cardiovascular,48,Concerning,1.5,dizziness | fatigue | headache | insomnia | nausea | rash | weight gain,negative
PROGRAF,32,6.2,3.1,12.5,,9,Concerning,3.5,fatigue | headache | neuropathy,negative
PROMETHAZINE HCL,2,0,0,0,,1,Concerning,1.0,fatigue,negative
PROMETHAZINE PLAIN,1,0,0,0,,0,Concerning,1.0,,neutral
PROMETRIUM,4,25,0,25,,2,Mixed-Neutral,1.92,fatigue | headache | insomnia | rash | weight gain,negative
PROPAFENONE HCL,1,0,0,0,,0,Concerning,2.33,,negative
PROPANTHELINE BROMIDE,2,0,0,0,,2,Concerning,5.0,,negative
PROPOFOL,186,30.6,17.2,18.8,Cardiovascular,57,Concerning,2.54,dizziness | fatigue | headache | nausea,positive
PROPRANOLOL HCL,24,4.2,0,0,,5,Concerning,2.74,diarrhea | dizziness | fatigue | headache | heart attack | insomnia | nausea | rash | stomach pain | tachycardia | weight gain,negative
PROPRANOLOL HYDROCHLORIDE,83,12,4.8,3.6,,29,Concerning,1.0,fatigue | nausea,positive
PROPYLTHIOURACIL,184,4.3,8.7,4.9,Allergic,42,Concerning,1.9,dizziness | fatigue | headache | insomnia | nausea | rash | stomach pain | weight gain,negative
PROTONIX,1,0,0,0,,0,Concerning,1.07,fatigue | headache | insomnia | nausea | neuropathy | stomach pain | vomiting | weight loss,negative
PROTONIX IV,26,0,0,7.7,,11,Concerning,1.0,dizziness | headache | nausea | stomach pain,negative
PROTOPIC,10,10,20,0,,5,Concerning,5.0,,negative
PROVERA,100,5,3,6,,41,Concerning,2.25,dizziness | fatigue | headache | insomnia | nausea | stomach pain | weight gain,negative
PROVIGIL,6,16.7,0,0,,3,Concerning,4.0,diarrhea | fatigue | insomnia | rash | stomach pain,positive
PSEUDOEPHEDRINE HCL,3,0,0,0,,2,Concerning,4.0,,positive
PURINETHOL,3,0,0,33.3,,1,Mixed-Neutral,3.69,fatigue | nausea | rash | weight gain,positive
QELBREE,18,22.2,0,33.3,,6,Mixed-Neutral,2.0,fatigue,positive
QSYMIA,7,0,0,0,,3,Concerning,4.0,dizziness | insomnia | weight loss,negative
QUADRAMET,2,0,0,0,,0,Concerning,4.0,,negative
QUETIAPINE FUMARATE,176,1.7,0,30.1,,65,Mixed-Neutral,3.17,dizziness | headache,negative
QUINIDINE GLUCONATE,2,0,0,0,,1,Concerning,,,
RAPAMUNE,13,15.4,0,0,,4,Concerning,2.58,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | rash | stomach pain,negative
RAYOS,113,0,0,7.1,,45,Concerning,,,
REBIF,27,18.5,0,29.6,,9,Mixed-Neutral,5.0,,positive
RECLAST,4,0,25,0,,3,Concerning,1.64,fatigue | rash,negative
REGLAN,4,0,0,25,,4,Mixed-Neutral,1.53,diarrhea | fatigue | headache | insomnia | nausea | stomach pain | vomiting,negative
RELENZA,7,0,0,0,,2,Concerning,5.0,,positive
REMERON,2,0,0,0,,1,Concerning,1.94,dizziness | headache | insomnia | tachycardia | weight gain,positive
REMICADE,78,9,6.4,7.7,,18,Concerning,2.76,diarrhea | fatigue | headache | insomnia | nausea | rash | stomach pain | vomiting,negative
REMODULIN,8,12.5,0,0,,2,Concerning,5.0,diarrhea | headache | nausea,negative
RENOVA,93,2.2,1.1,3.2,,44,Concerning,5.0,,neutral
RETIN-A,4,25,0,0,,1,Concerning,2.91,,positive
RETIN-A MICRO,2,0,0,0,,0,Concerning,3.0,vomiting,positive
REVATIO,5,20,0,0,,1,Concerning,,,
REVIA,13,0,0,0,,1,Concerning,3.75,fatigue | headache | insomnia,positive
REVLIMID,23,8.7,4.3,4.3,,6,Concerning,4.5,fatigue,positive
RINVOQ,9,11.1,0,22.2,,5,Mixed-Neutral,3.2,fatigue,negative
RITALIN,64,7.8,1.6,6.2,,20,Concerning,2.82,fatigue | headache | insomnia | nausea | weight loss,negative
RITALIN LA,2,0,0,0,,1,Concerning,4.11,insomnia,positive
RITALIN-SR,2,0,0,0,,1,Concerning,3.44,dizziness | fatigue | headache | insomnia | stomach pain,positive
ROBAXIN,1,0,0,0,,0,Concerning,1.62,diarrhea | fatigue | headache | insomnia | nausea | neuropathy | stomach pain | tachycardia | vomiting,negative
ROCKLATAN,2,50,0,50,,0,Mixed-Neutral,1.0,,neutral
ROGAINE (FOR MEN),126,0,0,23.8,,55,Mixed-Neutral,2.0,fatigue,negative
RYBELSUS,43,4.7,4.7,4.7,,31,Concerning,3.5,diarrhea | fatigue | headache | nausea | stomach pain | weight loss,positive
RYTHMOL,1,0,0,0,,0,Concerning,3.38,dizziness | fatigue | insomnia | nausea | vomiting | weight gain | weight loss,negative
RYTHMOL SR,5,0,0,20,,3,Mixed-Neutral,4.0,headache | nausea | vomiting,positive
RELYVRIO,6,16.7,16.7,0,,5,Concerning,,,
SALAGEN,2,0,0,0,,2,Concerning,2.79,headache | nausea | stomach pain | vomiting,positive
SALONPAS,1,0,0,0,,0,Concerning,1.0,nausea | stomach pain,positive
SAVELLA,8,12.5,0,0,,3,Concerning,2.5,diarrhea | headache | nausea | tachycardia,negative
SEPTRA,5,0,20,40,,3,Mixed-Neutral,1.73,diarrhea | dizziness | fatigue | headache | heart attack | insomnia | nausea | neuropathy | stomach pain | vomiting,negative
